CD_MUN;NM_MUN;V00090;V00091;V00092;V00093;V00094;V00095;V00096;V00097;V00098;V00099;V00100;V00101;V00102;V00103;V00104;V00105;V00106;V00107;V00108;V00109;V00110;V00111;V00112;V00113;V00114;V00115;V00116;V00117;V00118;V00119;V00120;V00121;V00122;V00123;V00124;V00125;V00126;V00127;V00128;V00129;V00130;V00131;V00132;V00133;V00134;V00135;V00136;V00137;V00138;V00139;V00140;V00141;V00142;V00143;V00144;V00145;V00146;V00147;V00148;V00149;V00150;V00151;V00152;V00153;V00154;V00155;V00156;V00157;V00158;V00159;V00160;V00161;V00162;V00163;V00164;V00165;V00166;V00167;V00168;V00169;V00170;V00171;V00172;V00173;V00174;V00175;V00176;V00177;V00178;V00179;V00180;V00181;V00182;V00183;V00184;V00185;V00186;V00187;V00188;V00189;V00190;V00191;V00192;V00193;V00194;V00195;V00196;V00197;V00198;V00199;V00200;V00201;V00202;V00203;V00204;V00205;V00206;V00207;V00208;V00209;V00210;V00211;V00212;V00213;V00214;V00215;V00216;V00217;V00218;V00219;V00220;V00221;V00222;V00223;V00224;V00225;V00226;V00227;V00228;V00229;V00230;V00231;V00232;V00233;V00234;V00235;V00236;V00237;V00238;V00239;V00240;V00241;V00242;V00243;V00244;V00245;V00246;V00247;V00248;V00249;V00250;V00251;V00252;V00253;V00254;V00255;V00256;V00257;V00258;V00259;V00260;V00261;V00262;V00263;V00264;V00265;V00266;V00267;V00268;V00269;V00270;V00271;V00272;V00273;V00274;V00275;V00276;V00277;V00278;V00279;V00280;V00281;V00282;V00283;V00284;V00285;V00286;V00287;V00288;V00289;V00290;V00291;V00292;V00293;V00294;V00295;V00296;V00297;V00298;V00299;V00300;V00301;V00302;V00303;V00304;V00305;V00306;V00307;V00308;V00309;V00310;V00311;V00312;V00313;V00314;V00315;V00316;V00317;V00318;V00319;V00320;V00321;V00322;V00323;V00324;V00325;V00326;V00327;V00328;V00329;V00330;V00331;V00332;V00333;V00334;V00335;V00336;V00337;V00338;V00339;V00340;V00341;V00342;V00343;V00344;V00345;V00346;V00347;V00348;V00349;V00350;V00351;V00352;V00353;V00354;V00355;V00356;V00357;V00358;V00359;V00360;V00361;V00362;V00363;V00364;V00365;V00366;V00367;V00368;V00369;V00370;V00371;V00372;V00373;V00374;V00375;V00376;V00377;V00378;V00379;V00380;V00381;V00382;V00383;V00384;V00385;V00386;V00387;V00388;V00389;V00390;V00391;V00392;V00393;V00394;V00395;V00396;V00397;V00398;V00399;V00400;V00401;V00402;V00403;V00404;V00405;V00406;V00407;V00408;V00409;V00410;V00411;V00412;V00413;V00414;V00415;V00416;V00417;V00418;V00419;V00420;V00421;V00422;V00423;V00424;V00425;V00426;V00427;V00428;V00429;V00430;V00431;V00432;V00433;V00434;V00435;V00436;V00437;V00438;V00439;V00440;V00441;V00442;V00443;V00444;V00445;V00446;V00447;V00448;V00449;V00450;V00451;V00452;V00453;V00454;V00455;V00456;V00457;V00458;V00459;V00460;V00461;V00462;V00463;V00464;V00465;V00466;V00467;V00468;V00469;V00470;V00471;V00472;V00473;V00474;V00475;V00476;V00477;V00478;V00479;V00480;V00481;V00482;V00483;V00484;V00485;V00486;V00487;V00488;V00489;V00490;V00491;V00492;V00493;V00494;V00495
3500907;Altair;595;116;0;553;0;0;0;0;0;0;0;0;0;0;0;882;386;0;0;0;0;1072;183;13;3;0;0;0;0;1071;179;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;496;107;0;468;0;80;6;0;84;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;712;360;155;20;9;0;3;0;0;0;0;0;0;0;0;0;1270;0;4;1267;0;0;0;0;0;0;0;0;595;116;0;552;0;0;0;0;0;0;0;0;0;4;0;882;385;0;0;3;0;857;333;63;8;0;0;0;851;332;63;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367;83;0;404;0;171;21;0;135;0;41;3;0;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;569;285;250;81;47;14;6;0;0;0;0;0;0;0;1111;0;50;110;0;0;0;0;1110;0;47;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;512;109;0;485;0;0;0;0;0;0;16;0;0;28;0;62;4;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;743;368;0;0;45;5;94;12;0;0;0;0;0;0;0;0;1164;5;71;7;0;19;1162;5;68;7;0;19;0;0;0;0;0;0;0;0;0;0;0;0;537;110;0;508;0;4;0;0;0;0;33;4;0;32;0;0;0;0;5;0;0;0;0;0;0;14;0;0;4;0;786;378;5;0;61;7;7;0;0;0;17;0;68;133;66;127;0;0;0;0;29;0;0;31;0;61;6;0;57;0;54;10;118;9;857;333;63;7;0;0;0;0;0;1276;0
3501004;Altinópolis;3595;432;5;1982;0;4;0;0;0;0;21;0;0;0;0;3563;2473;6;4;10;17;5544;183;8;326;0;0;0;0;5508;180;8;326;0;0;0;0;7;3;0;0;0;0;0;0;27;0;0;0;0;0;0;0;3341;401;0;1780;0;102;3;0;68;0;3;0;0;0;0;162;18;5;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3165;2379;141;35;7;0;252;72;0;0;0;0;0;0;0;0;6073;0;0;6033;0;0;10;0;0;28;0;0;3622;435;5;1989;0;0;0;0;0;0;0;0;0;0;0;3579;2494;0;0;0;0;3487;1956;481;126;0;0;0;3470;1936;480;124;0;0;0;7;0;0;0;0;0;0;7;18;0;0;0;0;0;1790;299;0;1389;0;1322;99;4;499;0;369;3;0;66;0;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1944;1541;1173;776;337;122;92;23;0;0;0;0;0;0;5508;19;355;184;0;0;0;0;5471;19;352;184;0;0;0;0;7;0;3;0;0;0;0;0;28;0;0;0;0;0;0;0;3319;401;0;1768;0;8;0;0;7;0;193;18;5;130;0;96;5;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3140;2365;15;0;268;84;148;34;0;0;0;0;0;0;0;0;5664;146;227;11;0;17;5629;143;227;11;0;17;7;3;0;0;0;0;26;0;0;0;0;0;3392;413;0;1832;0;78;3;0;44;0;124;7;5;87;0;3;0;0;0;0;0;0;0;0;0;9;0;0;6;0;3275;2384;99;42;171;53;10;0;0;0;13;0;139;387;136;384;0;3;0;0;74;6;4;41;0;201;20;0;157;0;110;24;298;87;3487;1956;481;68;24;3;0;0;0;6076;0
3501103;Alto Alegre;992;53;3;443;0;4;0;0;0;0;0;0;0;0;0;843;663;3;3;0;0;1233;259;8;0;0;0;0;0;1227;259;8;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;779;55;0;389;0;201;0;3;46;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;597;634;227;29;7;0;0;0;0;0;0;0;0;0;0;0;1513;0;0;1507;0;0;6;0;0;0;0;0;995;55;3;442;0;0;0;0;0;0;0;0;0;0;0;846;664;0;0;0;0;947;478;66;5;0;0;0;943;476;66;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;566;39;0;324;0;347;11;0;102;0;58;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;508;439;274;195;41;20;3;0;0;0;0;0;0;0;1216;38;226;24;0;0;0;0;1210;38;226;24;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;766;55;0;385;0;17;0;3;12;0;186;0;0;37;0;13;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;587;627;27;11;201;22;22;0;0;0;0;0;0;0;0;0;1267;139;95;7;0;0;1261;139;95;7;0;0;6;0;0;0;0;0;0;0;0;0;0;0;807;55;0;395;0;112;0;3;16;0;69;0;0;20;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;625;640;123;11;85;4;4;0;0;0;0;0;42;227;42;227;0;0;0;0;23;0;3;11;0;182;0;0;38;0;31;10;205;17;947;478;66;3;0;0;0;0;0;1515;0
3501152;Alumínio;2872;580;6;2348;0;33;3;0;3;0;38;0;0;13;0;3810;2026;23;16;29;24;5404;237;164;44;32;0;8;23;5340;215;161;43;32;0;8;10;3;22;0;0;0;0;0;13;56;0;0;0;0;0;0;0;2646;561;3;2163;0;121;10;0;94;0;92;3;0;56;0;15;0;0;15;0;19;0;0;9;0;0;0;0;0;0;4;0;0;0;0;18;0;0;3;0;3431;1967;183;45;138;18;31;3;31;0;0;0;7;0;14;9;5922;9;0;5821;9;0;39;0;0;56;0;0;2936;586;6;2361;0;6;0;0;3;0;0;0;0;0;0;3849;2069;8;0;0;0;4196;1397;249;65;0;0;0;4129;1380;238;59;0;0;0;6;16;11;6;0;0;0;56;0;0;0;0;0;0;1937;441;0;1784;0;781;103;0;478;0;156;0;0;61;0;30;4;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2665;1528;953;437;160;69;45;5;0;0;0;0;0;0;4354;27;1242;100;0;152;32;0;4288;27;1206;100;0;152;32;0;3;0;35;0;0;0;0;0;56;0;0;0;0;0;0;0;2134;462;3;1723;0;12;0;0;15;0;656;87;0;482;0;41;8;3;43;0;0;0;0;0;0;63;15;0;69;0;13;3;0;15;0;0;0;0;0;0;2626;1719;16;11;1017;218;70;29;0;0;81;68;23;9;0;0;5071;855;0;0;0;0;4971;855;0;0;0;0;39;0;0;0;0;0;55;0;0;0;0;0;2498;523;6;2019;0;433;60;0;342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3119;1948;732;115;0;0;0;0;0;0;0;0;110;412;109;376;0;36;0;0;58;4;0;35;0;224;18;0;152;0;95;11;321;80;4196;1397;249;36;4;3;0;0;0;5939;0
3501202;Álvares Florence;979;74;4;461;0;0;0;0;0;0;0;0;0;0;0;965;565;0;0;0;0;1052;440;25;3;0;0;0;0;1052;440;25;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;649;59;4;336;0;299;15;0;114;0;20;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;557;494;378;62;23;0;0;0;0;0;0;0;0;0;0;0;1530;0;0;1530;0;0;0;0;0;0;0;0;979;74;4;461;0;0;0;0;0;0;0;0;0;0;0;965;565;0;0;0;0;879;512;103;23;0;0;0;879;512;103;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;506;56;0;306;0;363;13;0;127;0;82;0;0;12;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;524;353;346;164;66;34;15;6;0;0;0;0;0;0;1040;6;93;380;0;0;0;0;1040;6;93;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;643;59;4;331;0;4;0;0;0;0;59;0;0;23;0;265;9;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;548;492;3;3;78;13;330;49;0;0;0;0;0;0;0;0;1085;180;245;10;0;0;1085;180;245;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;671;59;4;348;0;121;8;0;45;0;175;0;0;60;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;576;504;155;21;217;28;6;0;0;0;0;0;21;451;21;451;0;0;0;0;12;0;0;5;0;312;15;0;114;0;14;4;390;61;879;512;103;17;0;0;0;0;0;1530;0
3501301;Álvares Machado;4732;750;205;3417;3;209;3;3;51;0;216;45;0;146;0;4804;4351;160;112;166;255;8919;847;59;13;0;0;0;0;8280;777;59;13;0;0;0;0;204;66;0;0;0;0;0;0;422;0;0;0;0;0;0;0;4587;761;188;3333;3;509;33;20;255;0;31;0;5;12;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4446;4463;602;237;43;4;12;0;0;0;0;0;0;0;0;0;9854;3;0;9143;3;0;277;0;0;422;0;0;5158;804;216;3622;3;0;0;0;3;0;0;0;0;0;0;5127;4727;0;0;0;0;6099;2770;721;230;0;0;0;5661;2629;638;176;0;0;0;28;114;78;49;0;0;0;401;17;3;0;0;0;0;2804;576;47;2613;3;1642;160;80;831;0;492;6;28;127;0;176;0;14;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2981;3115;1564;1199;413;279;121;87;0;0;0;0;0;0;8773;39;533;458;5;4;0;0;8143;30;472;452;5;4;0;0;205;7;57;0;0;0;0;0;417;0;0;0;0;0;0;0;4527;755;189;3268;3;23;0;0;6;0;305;20;8;158;0;251;14;15;156;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4355;4414;13;16;374;140;343;107;4;0;0;3;0;0;0;0;8941;508;343;10;0;42;8460;286;337;10;0;41;228;42;5;0;0;0;242;178;0;0;0;0;4632;742;187;3328;3;274;38;3;169;0;204;12;18;95;0;6;0;0;3;0;0;0;0;0;0;27;0;0;7;0;4537;4401;282;216;249;83;10;0;0;0;30;9;28;891;25;823;0;67;0;0;19;0;0;0;0;532;29;26;276;0;13;6;649;239;6099;2770;721;145;41;9;3;0;0;9866;0
3501400;Álvaro de Carvalho;531;160;0;468;0;0;0;0;0;0;0;0;0;0;0;563;605;0;0;0;0;1073;71;9;11;0;0;0;0;1073;71;9;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;481;155;0;430;0;33;5;0;29;0;5;0;0;4;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;486;585;58;12;8;0;8;0;0;0;0;0;0;0;0;0;1167;0;0;1167;0;0;0;0;0;0;0;0;530;160;0;468;0;0;0;0;0;0;0;0;0;0;0;563;604;0;0;0;0;871;249;33;3;0;0;0;871;249;33;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;382;137;0;346;0;121;11;0;97;0;14;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;406;465;131;110;14;18;0;0;0;0;0;0;0;0;1079;4;52;17;0;0;4;0;1079;4;52;17;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;485;155;0;432;0;3;0;0;0;0;27;0;0;20;0;6;3;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;492;587;0;0;43;9;13;0;0;0;0;0;4;0;0;0;1115;3;32;4;0;5;1115;3;32;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;506;155;0;445;0;0;0;0;0;0;19;0;0;9;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;523;592;3;0;21;11;3;0;0;0;5;0;57;34;57;34;0;0;0;0;30;5;0;22;0;15;0;0;12;0;49;8;24;10;871;249;33;3;0;0;0;0;0;1166;0
3501509;Alvinlândia;517;105;0;381;0;0;0;0;0;0;0;0;0;0;0;544;461;0;0;0;0;939;51;5;10;0;0;0;0;937;51;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;484;97;0;352;0;22;5;0;20;0;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497;441;35;15;3;0;5;0;0;0;0;0;0;0;0;0;1007;0;0;1005;0;0;0;0;0;0;0;0;518;106;0;381;0;0;0;0;0;0;0;0;0;0;0;544;463;0;0;0;0;667;282;43;4;0;0;0;667;280;43;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309;76;0;277;0;165;19;0;94;0;30;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;316;165;117;19;21;0;3;0;0;0;0;0;0;938;8;51;5;0;0;0;0;936;8;51;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;485;96;0;351;0;3;0;0;0;0;23;6;0;21;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;496;441;6;0;36;14;3;0;0;0;0;0;0;0;0;0;962;36;6;0;0;0;960;36;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498;103;0;359;0;16;3;0;17;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;522;440;16;14;0;6;0;0;0;0;0;0;3;62;3;62;0;0;0;0;0;0;0;0;0;31;5;0;24;0;0;0;43;17;667;282;43;3;0;0;0;0;0;1007;0
3501608;Americana;44142;3359;243;16546;13;1283;11;17;82;0;16880;982;81;4519;0;37206;27510;1104;286;12495;10301;85373;3234;118;49;233;7;23;17;63568;634;117;39;231;7;18;13;1280;131;0;0;0;0;0;0;20360;2451;0;0;0;0;0;4;59729;4354;365;20437;13;2426;102;11;608;0;62;0;0;48;0;17;9;0;17;0;92;28;0;105;0;3;0;0;0;0;0;3;0;11;0;4;4;0;5;0;48796;36569;1785;1392;70;40;24;19;138;90;0;0;13;9;15;0;88556;87;510;64133;50;503;1411;0;0;22835;35;0;62171;4494;398;21003;13;45;0;0;27;0;180;54;0;268;0;50611;37941;55;26;265;243;47221;31880;7301;2482;6;9;0;32383;24677;5774;1566;6;9;0;77;267;410;631;0;0;0;14577;6843;1033;247;0;0;0;29847;3049;64;13850;6;24036;967;79;6199;0;6044;25;8;679;0;2201;3;6;66;0;0;0;0;3;0;0;4;0;3;0;0;0;0;0;0;25171;22024;19180;12676;4586;2493;1656;647;3;3;8;0;0;0;87278;356;640;622;3;164;12;0;63077;254;552;588;3;142;8;0;1311;24;62;14;0;0;0;0;22722;72;21;8;0;19;4;0;61487;4390;392;20529;13;192;16;0;124;0;391;31;0;194;0;236;67;0;298;0;0;0;0;3;0;46;23;0;90;0;5;0;0;3;0;0;0;0;0;0;49865;37412;161;183;413;214;336;277;0;0;84;75;6;3;0;0;84905;4128;28;0;11;3;63627;990;25;0;11;3;1147;260;0;0;0;0;19961;2848;0;0;0;0;59830;4240;382;19970;13;2514;277;15;1257;0;7;0;0;14;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;48567;36328;2278;1813;14;9;0;0;8;0;0;0;2365;1339;143;945;84;46;2126;327;1916;52;11;315;0;708;109;0;496;0;1315;1009;762;567;47221;31880;7301;1669;460;85;32;0;0;89169;16
3501707;Américo Brasiliense;5433;1178;7;4612;0;30;0;0;4;0;33;13;0;35;0;6256;5000;20;16;33;42;11331;38;11;8;0;0;0;0;11185;38;11;8;0;0;0;0;37;0;0;0;0;0;0;0;91;0;0;0;0;0;0;0;5464;1186;7;4645;0;18;5;0;13;0;9;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6271;5060;31;4;8;0;8;0;0;0;0;0;0;0;0;0;11395;0;0;11249;0;0;37;0;0;91;0;0;5501;1195;7;4665;0;0;0;0;0;0;0;0;0;0;0;6323;5072;0;0;0;0;7596;3229;476;37;0;0;0;7463;3217;475;37;0;0;0;28;8;0;0;0;0;0;83;0;0;0;0;0;0;3374;874;3;3325;0;1745;247;0;1194;0;305;16;0;88;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4107;3487;1840;1387;308;132;16;4;0;0;0;0;0;0;11312;6;53;14;0;3;0;0;11166;6;53;14;0;3;0;0;37;0;0;0;0;0;0;0;91;0;0;0;0;0;0;0;5451;1183;7;4641;0;0;0;0;0;0;35;0;0;0;0;10;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6255;5053;0;3;43;3;14;0;0;0;0;3;0;0;0;0;11355;23;11;0;0;0;11209;23;11;0;0;0;37;0;0;0;0;0;91;0;0;0;0;0;5474;1189;7;4654;0;16;0;0;3;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6288;5067;21;0;10;0;0;0;0;0;0;0;19;41;19;41;0;0;0;0;6;0;0;5;0;22;6;0;6;0;10;3;37;0;7596;3229;476;24;3;3;0;0;0;11401;0
3501806;Américo de Campos;1568;123;8;652;0;0;0;0;0;0;0;0;0;0;0;1345;1013;0;0;0;0;2103;204;44;0;0;0;0;0;2102;204;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1397;102;8;589;0;133;18;0;50;0;31;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1120;981;179;23;39;3;0;0;0;0;0;0;0;0;0;0;2359;0;0;2358;0;0;0;0;0;0;0;0;1569;122;8;651;0;0;0;0;0;0;0;0;0;0;0;1345;1012;0;0;0;0;1257;838;210;45;0;0;0;1256;838;210;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;761;80;3;405;0;608;22;0;190;0;157;4;0;37;0;32;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;704;552;492;345;112;91;26;14;0;0;0;0;0;0;2100;0;39;213;0;0;0;0;2099;0;39;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1398;102;8;586;0;0;0;0;0;0;26;0;0;8;0;136;21;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1117;981;0;0;37;0;184;28;0;0;0;0;0;0;0;0;2109;86;145;0;0;7;2108;86;145;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1403;102;8;590;0;53;5;0;25;0;100;9;0;32;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1123;984;74;9;130;14;0;0;0;0;4;0;141;107;141;107;0;0;0;0;97;11;0;31;0;65;6;0;30;0;121;20;98;7;1257;838;210;23;12;4;0;0;0;2359;0
3501905;Amparo;15698;1178;18;4790;0;334;8;0;33;0;1823;70;0;298;0;11094;10675;192;189;924;1289;21991;1400;158;725;130;0;0;3;19485;1262;151;696;96;0;0;3;294;73;0;17;0;0;0;0;2172;47;0;0;0;0;0;0;16158;1128;6;4609;0;985;51;0;303;0;115;6;0;22;0;529;25;3;121;0;54;14;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10779;11193;807;580;93;56;443;257;75;53;0;0;0;0;0;0;24156;222;89;21510;174;66;364;35;0;2226;0;0;17728;1253;18;5053;0;137;8;0;74;0;29;8;0;50;0;12061;12093;154;68;43;45;14030;7524;2186;647;0;0;0;12485;6954;1664;569;0;0;0;120;161;46;43;0;0;0;1341;374;454;29;0;0;0;9292;898;6;3747;0;6025;228;3;1130;0;1895;6;0;146;0;587;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6894;7128;3836;3679;1075;1033;323;228;0;0;0;0;0;0;20842;174;1428;1586;26;299;12;0;18332;138;1374;1498;15;279;12;0;279;5;40;40;4;10;0;0;2196;23;0;0;0;4;0;0;15367;1077;9;4307;0;109;3;0;13;0;1048;43;0;277;0;1043;73;3;410;0;18;0;0;0;0;181;15;0;62;0;12;0;0;0;0;0;0;0;0;0;10090;10735;77;55;890;505;916;647;3;11;147;129;6;3;0;0;21484;2711;64;3;28;133;19664;1822;59;3;28;129;282;108;0;0;0;3;1482;731;0;0;0;0;15781;1072;9;4520;0;1912;156;3;572;0;43;0;0;6;0;3;0;0;0;0;20;0;0;0;0;94;8;0;25;0;10699;10773;1404;1294;26;25;0;0;12;15;78;39;220;2223;166;2070;6;94;44;0;176;0;0;22;0;1515;128;3;528;0;110;92;1336;877;14030;7524;2186;377;109;23;7;0;0;24481;0
3502002;Analândia;1052;122;0;468;0;16;0;0;0;0;0;0;0;0;0;1132;521;18;0;0;0;1427;107;6;123;0;0;0;0;1423;89;6;122;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;916;102;0;390;0;69;3;0;30;0;4;0;0;0;0;72;8;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;919;507;101;4;5;0;113;9;0;0;0;0;0;0;0;0;1677;0;0;1654;0;0;20;0;0;0;0;0;1069;125;0;469;0;0;0;0;0;0;0;0;0;0;0;1151;523;0;0;0;0;931;548;143;45;0;0;0;926;538;140;40;0;0;0;3;10;0;5;0;0;0;0;0;0;0;0;0;0;524;81;0;313;0;385;21;0;123;0;114;0;0;18;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;651;275;369;174;86;53;31;5;0;0;0;0;0;0;1386;14;95;162;0;7;0;0;1369;11;93;161;0;7;0;0;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;906;94;0;373;0;10;0;0;4;0;50;6;0;32;0;87;17;0;55;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;895;489;13;0;75;19;151;7;0;0;7;0;0;0;0;0;1463;115;74;19;0;0;1448;108;73;19;0;0;12;7;0;0;0;0;0;0;0;0;0;0;947;102;0;398;0;73;4;0;32;0;38;8;0;26;0;6;0;0;7;0;0;0;0;0;0;0;0;0;0;0;950;512;106;8;71;0;19;0;0;0;0;0;193;46;174;46;18;0;0;0;117;17;0;57;0;26;0;0;17;0;180;9;43;3;931;548;143;22;9;0;0;0;0;1677;0
3502101;Andradina;10855;1545;372;8502;0;96;3;0;32;0;276;3;7;72;0;11134;10218;65;67;175;198;20897;917;62;0;7;0;0;0;20368;894;62;0;7;0;0;0;144;0;0;0;0;0;0;0;359;16;0;0;0;0;0;0;10755;1515;376;8173;0;450;40;5;395;0;19;0;0;36;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10679;10216;655;247;35;20;0;0;3;4;0;0;0;0;0;0;21858;11;15;21304;11;15;144;0;0;375;0;0;11229;1553;386;8609;0;0;0;0;0;0;4;0;0;3;0;11368;10487;3;3;6;7;12039;7369;1887;514;3;0;0;11855;7096;1842;458;3;0;0;46;46;8;33;0;0;0;110;216;28;16;0;0;0;5280;1038;49;5579;0;4221;371;144;2515;0;1243;24;53;396;0;405;0;4;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5885;6150;3956;3407;1110;716;336;132;3;0;0;0;0;0;20452;48;476;862;0;0;0;0;19908;48;474;854;0;0;0;0;144;0;0;0;0;0;0;0;375;0;0;0;0;0;0;0;10604;1469;378;7931;0;4;0;0;21;0;235;18;3;193;0;351;54;3;422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10412;10037;16;18;317;140;590;262;0;0;0;0;0;0;0;0;20904;213;670;34;0;65;20356;213;662;34;0;64;145;0;0;0;0;0;374;0;0;0;0;0;10771;1510;381;8164;0;104;6;0;87;0;297;29;3;327;0;9;0;0;19;0;0;0;0;0;0;38;3;0;14;0;10683;10210;148;61;465;202;31;0;0;0;43;16;37;952;20;944;0;0;16;0;17;0;0;3;0;452;44;5;432;0;15;8;684;263;12039;7369;1887;347;85;17;0;0;0;21893;3
