CD_MUN;NM_MUN;V00090;V00091;V00092;V00093;V00094;V00095;V00096;V00097;V00098;V00099;V00100;V00101;V00102;V00103;V00104;V00105;V00106;V00107;V00108;V00109;V00110;V00111;V00112;V00113;V00114;V00115;V00116;V00117;V00118;V00119;V00120;V00121;V00122;V00123;V00124;V00125;V00126;V00127;V00128;V00129;V00130;V00131;V00132;V00133;V00134;V00135;V00136;V00137;V00138;V00139;V00140;V00141;V00142;V00143;V00144;V00145;V00146;V00147;V00148;V00149;V00150;V00151;V00152;V00153;V00154;V00155;V00156;V00157;V00158;V00159;V00160;V00161;V00162;V00163;V00164;V00165;V00166;V00167;V00168;V00169;V00170;V00171;V00172;V00173;V00174;V00175;V00176;V00177;V00178;V00179;V00180;V00181;V00182;V00183;V00184;V00185;V00186;V00187;V00188;V00189;V00190;V00191;V00192;V00193;V00194;V00195;V00196;V00197;V00198;V00199;V00200;V00201;V00202;V00203;V00204;V00205;V00206;V00207;V00208;V00209;V00210;V00211;V00212;V00213;V00214;V00215;V00216;V00217;V00218;V00219;V00220;V00221;V00222;V00223;V00224;V00225;V00226;V00227;V00228;V00229;V00230;V00231;V00232;V00233;V00234;V00235;V00236;V00237;V00238;V00239;V00240;V00241;V00242;V00243;V00244;V00245;V00246;V00247;V00248;V00249;V00250;V00251;V00252;V00253;V00254;V00255;V00256;V00257;V00258;V00259;V00260;V00261;V00262;V00263;V00264;V00265;V00266;V00267;V00268;V00269;V00270;V00271;V00272;V00273;V00274;V00275;V00276;V00277;V00278;V00279;V00280;V00281;V00282;V00283;V00284;V00285;V00286;V00287;V00288;V00289;V00290;V00291;V00292;V00293;V00294;V00295;V00296;V00297;V00298;V00299;V00300;V00301;V00302;V00303;V00304;V00305;V00306;V00307;V00308;V00309;V00310;V00311;V00312;V00313;V00314;V00315;V00316;V00317;V00318;V00319;V00320;V00321;V00322;V00323;V00324;V00325;V00326;V00327;V00328;V00329;V00330;V00331;V00332;V00333;V00334;V00335;V00336;V00337;V00338;V00339;V00340;V00341;V00342;V00343;V00344;V00345;V00346;V00347;V00348;V00349;V00350;V00351;V00352;V00353;V00354;V00355;V00356;V00357;V00358;V00359;V00360;V00361;V00362;V00363;V00364;V00365;V00366;V00367;V00368;V00369;V00370;V00371;V00372;V00373;V00374;V00375;V00376;V00377;V00378;V00379;V00380;V00381;V00382;V00383;V00384;V00385;V00386;V00387;V00388;V00389;V00390;V00391;V00392;V00393;V00394;V00395;V00396;V00397;V00398;V00399;V00400;V00401;V00402;V00403;V00404;V00405;V00406;V00407;V00408;V00409;V00410;V00411;V00412;V00413;V00414;V00415;V00416;V00417;V00418;V00419;V00420;V00421;V00422;V00423;V00424;V00425;V00426;V00427;V00428;V00429;V00430;V00431;V00432;V00433;V00434;V00435;V00436;V00437;V00438;V00439;V00440;V00441;V00442;V00443;V00444;V00445;V00446;V00447;V00448;V00449;V00450;V00451;V00452;V00453;V00454;V00455;V00456;V00457;V00458;V00459;V00460;V00461;V00462;V00463;V00464;V00465;V00466;V00467;V00468;V00469;V00470;V00471;V00472;V00473;V00474;V00475;V00476;V00477;V00478;V00479;V00480;V00481;V00482;V00483;V00484;V00485;V00486;V00487;V00488;V00489;V00490;V00491;V00492;V00493;V00494;V00495
3522406;Itapeva;20380;1201;126;8318;0;300;8;0;65;0;758;35;6;296;0;16191;13977;193;186;432;703;28251;1305;582;1449;43;0;9;11;26656;1304;582;1448;43;0;9;11;385;0;0;0;0;0;0;0;1148;0;0;0;0;0;0;0;19301;1108;134;7572;0;772;78;3;379;0;336;13;0;178;0;911;18;0;467;0;31;0;0;4;0;0;0;0;0;0;6;0;0;0;0;6;0;0;0;0;14374;13863;918;363;409;138;1014;395;25;15;0;0;3;0;3;3;31501;47;131;29908;43;128;385;0;0;1148;0;0;21309;1263;143;8643;0;13;0;0;3;0;99;0;0;21;0;16715;14777;14;6;60;67;22137;7397;1539;478;17;0;0;20993;7136;1433;398;11;0;0;176;79;64;61;0;0;0;923;157;35;8;0;0;0;14129;982;40;6854;0;5505;116;38;1534;0;1258;4;6;125;0;393;0;0;20;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;11504;10629;4048;3324;853;606;242;170;9;3;0;0;0;0;25272;280;1058;4575;92;294;0;0;23694;280;1057;4571;91;293;0;0;385;0;0;0;0;0;0;0;1135;0;0;0;0;0;0;0;17448;991;134;6595;0;184;0;0;67;0;633;71;0;276;0;2861;132;4;1513;0;38;8;0;30;0;170;12;0;89;0;0;0;0;0;0;0;0;0;0;0;12663;12602;206;59;678;333;2952;1602;58;20;134;140;0;0;0;0;26817;3850;917;27;24;31;25496;3575;916;27;24;31;376;5;0;0;0;0;884;257;0;0;0;0;18365;1046;129;7128;0;2439;139;0;1157;0;521;14;3;331;0;14;0;0;6;0;9;3;0;3;0;23;0;0;0;0;13619;13173;2377;1423;704;189;23;0;12;8;21;7;215;3226;215;3221;0;0;0;0;121;0;0;64;0;1993;128;4;1024;0;133;59;2277;930;22137;7397;1539;304;68;12;0;3;0;31723;17
3522505;Itapevi;26507;8665;51;36287;0;746;108;9;378;0;2857;1201;8;2953;4;34677;36968;717;555;2948;4121;78989;1091;611;104;415;0;26;346;69007;1037;608;99;411;0;17;257;1243;38;0;0;0;0;0;0;7098;0;0;0;0;0;0;0;29406;9885;60;39470;4;521;52;12;428;0;236;51;0;282;0;23;3;0;49;0;116;50;0;243;0;0;0;0;0;0;0;0;0;14;0;84;38;0;198;0;37523;41457;601;438;433;160;64;29;271;133;0;0;12;6;160;167;80698;204;776;70673;193;677;1285;0;0;7100;0;0;30204;10048;75;40212;4;56;26;0;82;0;210;50;0;480;0;38661;42035;71;104;418;347;67381;11265;2041;766;22;0;0;58039;10790;1879;615;19;0;0;747;236;141;145;0;0;0;6912;155;5;0;0;0;0;23752;8427;17;35061;4;5030;1312;3;4741;0;941;94;10;607;0;519;28;11;107;0;7;0;0;3;0;0;0;0;0;0;0;0;0;0;0;31786;35589;5575;5656;1076;754;442;258;7;9;0;0;0;0;66350;651;4386;2691;613;5250;1532;0;57518;598;4000;2492;571;4778;1399;0;890;4;341;17;0;22;3;0;6955;44;24;11;3;44;0;0;25357;8335;50;32428;4;264;38;0;251;0;1963;450;19;1865;0;762;185;0;1666;0;136;89;0;347;0;1318;727;0;3113;0;462;144;0;896;0;0;0;0;0;0;31323;35007;289;290;2528;1809;1385;1254;301;287;2405;2801;695;812;0;0;75459;5466;84;3;272;369;68558;2498;73;3;268;127;1258;27;0;0;0;0;4766;2318;0;0;0;0;28784;9304;72;37137;0;1442;724;0;3194;4;20;0;0;49;0;0;0;0;0;0;80;30;0;146;0;94;33;0;210;0;36314;39138;2458;2954;37;28;0;0;141;121;155;189;888;1763;874;1625;0;39;0;0;351;79;4;350;0;672;110;8;885;0;591;227;982;742;67381;11265;2041;474;139;35;8;16;4;81698;25
3522604;Itapira;17789;1410;19;5284;0;203;10;0;46;0;848;89;3;262;0;14219;10405;166;102;511;705;24398;1236;210;305;0;0;0;0;22901;1186;201;301;0;0;0;0;226;40;3;0;0;0;0;0;1228;0;0;0;0;0;0;0;17521;1463;29;5272;0;910;39;0;250;0;160;0;0;24;0;242;7;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13643;10735;879;352;150;46;217;68;0;0;0;0;0;0;0;0;25933;240;0;24379;237;0;280;0;0;1228;0;0;18665;1526;29;5595;0;212;6;0;10;0;0;0;0;0;0;14753;11171;161;73;0;0;15363;8283;1910;521;0;0;0;14297;7919;1805;494;0;0;0;111;95;32;11;0;0;0;916;237;54;3;0;0;0;10097;1119;0;4048;0;6546;260;6;1300;0;1653;3;3;98;0;483;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8416;6934;4912;3342;1164;691;313;142;0;0;0;0;0;0;24087;352;1125;499;0;21;0;0;22592;351;1070;492;0;21;0;0;225;0;47;4;0;0;0;0;1227;0;0;0;0;0;0;0;17269;1448;29;5225;0;230;13;0;87;0;889;10;0;187;0;394;17;0;67;0;0;0;0;0;0;3;3;0;7;0;0;0;0;0;0;0;0;0;0;0;13435;10645;231;108;806;296;354;133;0;0;6;9;0;0;0;0;25404;604;100;19;3;14;24178;284;97;19;3;14;261;10;0;0;0;0;913;306;0;0;0;0;18378;1471;29;5406;0;367;47;0;165;0;68;0;0;16;0;10;0;0;0;0;3;0;0;0;0;7;0;0;0;0;14441;10959;345;245;78;12;12;3;0;0;8;0;242;1513;235;1458;6;46;0;0;182;0;0;29;0;1141;53;0;286;0;172;55;1076;428;15363;8283;1910;329;70;20;5;0;0;26181;0
3522653;Itapirapuã Paulista;736;53;0;752;0;0;0;0;0;0;0;0;0;3;0;961;588;0;0;3;4;1119;60;0;368;0;0;0;0;1109;60;0;368;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;527;48;0;535;0;24;0;0;32;0;0;0;0;0;0;183;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;648;469;43;14;0;0;262;104;0;0;0;0;0;0;0;0;1552;3;0;1542;3;0;0;0;0;9;0;0;738;52;0;752;0;0;0;0;3;0;0;0;0;0;0;961;591;3;0;0;0;1282;219;32;0;0;0;0;1274;217;32;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;612;38;0;619;0;96;0;0;113;0;9;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;791;491;143;70;11;7;0;0;0;0;0;0;0;0;924;11;38;486;0;85;0;0;914;11;38;486;0;85;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;442;36;0;438;0;3;0;0;5;0;11;0;0;15;0;228;13;0;237;0;0;0;0;0;0;39;0;0;40;0;0;0;0;0;0;0;0;0;0;0;509;412;8;0;20;12;359;122;0;0;51;25;0;0;0;0;1329;25;184;7;0;0;1319;25;184;7;0;0;0;0;0;0;0;0;9;0;0;0;0;0;621;44;0;656;0;14;3;0;7;0;91;4;0;85;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;808;521;13;12;130;51;6;0;0;0;0;0;18;412;18;412;0;0;0;0;9;0;0;5;0;197;0;0;208;0;15;0;295;117;1282;219;32;0;0;0;0;0;0;1545;0
3522703;Itápolis;10673;610;10;3576;0;15;0;0;0;0;15;0;0;0;0;7996;6960;13;4;10;6;13996;571;356;34;0;0;0;4;13973;554;356;34;0;0;0;4;0;17;0;0;0;0;0;0;16;0;0;0;0;0;0;0;9952;598;10;3367;0;411;6;0;117;0;284;0;0;54;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7293;6700;401;155;267;79;24;0;0;0;0;0;0;0;3;0;14977;11;4;14937;11;4;17;0;0;16;0;0;10694;607;10;3575;0;8;0;0;0;0;0;0;0;0;0;8014;6957;0;5;3;0;8312;4998;1356;243;0;0;4;8304;4985;1347;233;0;0;4;0;4;5;7;0;0;0;0;5;4;3;0;0;0;5271;431;0;2539;0;3928;100;0;867;0;1204;0;0;50;0;217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4280;4025;2727;2255;785;517;130;78;0;0;0;0;3;0;13959;26;182;706;72;0;0;4;13936;24;167;706;72;0;0;4;0;0;15;0;0;0;0;0;16;0;0;0;0;0;0;0;9921;598;10;3367;0;14;0;0;3;0;119;0;0;45;0;553;6;0;116;0;58;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7268;6689;14;8;135;33;501;199;53;16;0;0;0;0;3;0;14035;217;580;23;0;110;13996;216;580;23;0;110;16;0;0;0;0;0;16;0;0;0;0;0;9978;596;10;3374;0;140;3;0;55;0;450;0;0;110;0;13;0;0;7;0;0;0;0;0;0;87;0;0;8;0;7318;6703;149;52;417;149;22;0;0;0;80;19;158;804;158;788;0;16;0;0;136;0;0;14;0;585;10;0;174;0;134;21;562;231;8312;4998;1356;158;28;6;3;0;0;14992;4
3522802;Itaporanga;3770;175;71;1123;13;0;0;0;0;0;15;0;0;0;0;2727;2464;0;0;5;10;4298;299;123;475;0;0;0;0;4277;299;121;475;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;3041;165;71;989;0;221;0;0;42;13;99;0;0;12;0;407;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;2263;223;62;95;18;374;100;0;0;0;0;0;0;0;0;5117;78;3;5095;78;3;0;0;0;17;0;0;3713;170;71;1109;13;56;0;0;13;0;3;0;0;0;0;2671;2446;50;23;0;0;3565;1328;196;69;3;4;0;3550;1322;195;69;3;4;0;0;0;0;0;0;0;0;11;5;0;0;0;0;0;2506;144;24;836;12;1006;9;15;251;0;158;0;7;0;0;64;0;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1905;1658;662;652;84;98;29;23;0;0;0;0;0;0;3926;11;531;673;10;15;0;0;3906;11;529;673;10;15;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;2796;151;71;884;0;5;0;0;3;0;379;4;0;110;13;559;9;0;94;0;0;0;0;0;0;10;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1812;2110;6;0;358;150;498;170;0;0;8;7;0;0;0;0;4392;211;550;8;6;11;4373;211;548;8;6;11;0;0;0;0;0;0;16;0;0;0;0;0;3101;168;71;1002;12;176;0;0;21;0;462;3;0;77;0;3;0;0;0;0;6;0;0;0;0;9;0;0;0;0;2076;2310;169;33;441;105;8;0;5;0;9;0;21;879;21;877;0;0;0;0;14;0;0;0;0;721;7;0;124;11;8;9;691;185;3565;1328;196;30;19;0;0;0;0;5195;7
3522901;Itapuí;2974;386;0;1370;0;0;0;0;0;0;0;0;0;0;0;2516;2228;0;0;0;0;4579;100;43;15;0;0;0;0;4576;100;43;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2849;382;0;1341;0;79;3;0;11;0;30;0;0;7;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2406;2167;56;35;34;6;8;3;0;0;0;0;0;0;0;0;4738;0;0;4735;0;0;0;0;0;0;0;0;2968;386;0;1369;0;0;0;0;0;0;0;0;0;0;0;2511;2227;0;0;0;0;2959;1372;319;73;0;0;0;2959;1370;319;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1635;280;0;1034;0;1005;81;0;269;0;252;3;0;36;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1482;1474;772;596;188;115;53;12;0;0;0;0;0;0;4497;88;108;43;0;0;0;0;4494;88;108;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2784;378;0;1328;0;70;0;0;12;0;82;6;0;12;0;32;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2353;2143;58;30;72;34;27;16;0;0;0;0;0;0;0;0;4671;19;43;0;0;0;4668;19;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2919;383;0;1357;0;16;0;0;0;0;30;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2465;2204;12;3;24;14;0;0;0;0;0;0;84;78;84;78;0;0;0;0;67;0;0;12;0;57;3;0;11;0;53;31;52;24;2959;1372;319;49;4;0;0;0;0;4747;0
3523008;Itapura;578;111;0;822;0;0;0;0;0;0;0;0;0;0;0;688;830;0;0;0;0;1281;230;0;3;0;0;0;0;1280;230;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489;90;0;695;0;85;21;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529;751;152;78;0;0;0;0;0;0;0;0;0;0;0;0;1511;6;0;1510;6;0;0;0;0;0;0;0;575;111;0;818;0;3;0;0;3;0;0;0;0;0;0;684;827;3;3;0;0;937;492;62;14;0;0;0;937;491;62;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330;75;0;527;0;204;21;0;253;0;23;0;0;30;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417;518;228;262;26;29;3;7;0;0;0;0;0;0;1180;4;119;205;0;0;0;0;1179;4;119;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442;82;0;652;0;0;0;0;3;0;51;8;0;54;0;81;16;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;480;700;0;0;65;54;136;69;0;0;0;0;0;0;0;0;1418;53;39;0;4;0;1417;53;39;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;534;101;0;774;0;24;4;0;21;0;16;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;616;802;39;14;27;12;0;0;3;0;0;0;119;116;119;116;0;0;0;0;41;12;0;66;0;48;9;0;58;0;86;33;70;46;937;492;62;7;0;0;0;0;0;1519;0
3523107;Itaquaquecetuba;40953;14077;112;55108;69;500;120;5;522;0;3882;1410;17;4306;4;56965;53744;654;525;3964;5703;119619;725;208;102;10;0;36;1043;108264;717;208;102;10;0;36;1020;1185;3;0;0;0;0;0;6;9687;0;0;0;0;0;0;11;44730;15416;137;58868;66;223;47;6;304;0;59;9;0;81;0;14;10;0;70;0;3;0;0;0;0;0;0;0;0;0;8;3;0;11;0;273;120;0;569;7;60324;59282;412;228;111;61;66;34;0;0;0;0;14;17;619;394;121627;163;123;110238;157;119;1195;3;0;9701;0;0;45388;15675;138;59928;73;42;0;0;52;0;19;7;0;81;0;61541;60077;63;69;78;35;91628;25273;3801;784;21;0;0;80907;24738;3700;749;21;0;0;807;253;69;18;0;0;0;9458;193;4;3;0;0;0;32468;12226;43;46506;36;10436;2799;28;11622;3;1590;142;0;1327;0;452;0;0;94;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44800;46814;13885;11317;2113;1292;395;209;3;0;0;0;0;0;92269;1116;7499;8254;753;10980;519;0;81619;780;7266;8201;745;10879;512;0;1054;0;52;11;0;49;6;0;9195;320;160;0;0;0;0;0;36253;11601;119;43883;22;327;99;0;489;4;2475;839;9;3913;9;2475;1039;0;4489;3;196;76;0;382;0;3104;1505;0;6113;12;126;50;0;276;0;0;0;0;0;0;46486;45755;454;551;3948;3415;4435;3705;354;333;5219;5679;243;260;0;0;114574;6939;128;0;180;75;104105;6024;124;0;180;75;1139;52;0;0;0;0;8935;751;0;0;0;0;42243;14886;128;56853;70;3044;649;3;2950;0;32;0;3;48;0;0;0;0;0;0;32;24;0;115;0;16;12;0;36;0;57928;56637;3498;3313;73;31;0;0;98;78;33;38;1100;1086;1078;1075;3;3;12;0;298;118;0;553;7;301;81;7;531;0;650;375;602;391;91628;25273;3801;459;104;29;6;0;0;121991;33
3523206;Itararé;11670;598;19;3814;3;57;0;0;6;0;147;0;0;10;0;8699;7547;30;34;65;96;15594;232;72;554;0;0;7;5;15358;204;72;554;0;0;7;0;69;0;0;0;0;0;0;0;146;23;0;0;0;0;0;4;11233;582;19;3615;3;156;4;0;58;0;51;0;0;7;0;402;11;0;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;0;0;0;0;8073;7518;179;38;58;11;453;92;0;0;0;0;4;0;0;5;16460;25;0;16194;25;0;69;0;0;176;0;0;11858;599;19;3832;3;16;0;0;6;0;0;0;0;0;0;8772;7688;22;0;0;0;11885;3638;677;164;10;0;0;11715;3566;660;160;10;0;0;54;5;0;0;0;0;0;90;52;5;0;0;0;0;8218;448;0;3070;0;2822;54;3;600;0;562;6;0;21;0;148;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;6210;5673;2030;1560;353;250;70;49;0;3;0;0;0;0;14665;13;464;1001;3;290;4;0;14401;13;464;1001;3;290;4;0;68;0;0;0;0;0;0;0;175;0;0;0;0;0;0;0;10588;549;19;3373;3;4;0;0;0;0;321;3;0;121;0;730;18;0;231;0;3;0;0;0;0;197;3;0;63;0;0;0;0;0;0;0;0;0;0;0;7519;7145;3;4;319;137;756;235;3;0;153;123;0;0;0;0;15933;152;365;15;0;6;15672;147;365;15;0;6;69;0;0;0;0;0;171;5;0;0;0;0;11484;596;19;3686;3;117;0;0;24;0;243;0;0;110;0;7;0;0;6;0;0;0;0;0;0;0;0;0;0;0;8337;7596;118;24;304;54;13;0;0;0;3;0;31;848;6;839;0;0;20;8;22;0;0;0;0;604;18;0;213;0;12;11;696;147;11885;3638;677;107;9;0;0;0;0;16487;10
3523305;Itariri;2275;481;117;2585;23;13;0;0;6;0;44;0;5;25;0;2991;2537;9;4;39;39;4363;280;54;853;0;3;33;12;4246;276;50;851;0;3;33;12;19;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;1830;385;100;1997;0;112;8;0;120;0;23;0;3;12;0;314;56;0;424;11;0;0;0;0;0;0;0;0;0;0;8;0;0;15;9;0;0;0;3;0;2120;2233;168;102;40;6;646;201;0;0;0;0;19;14;11;0;5599;12;6;5475;12;6;19;0;0;81;0;0;2321;483;125;2602;21;3;0;0;0;0;0;0;0;0;0;3020;2576;0;3;0;0;3902;1338;271;71;0;0;0;3814;1305;268;71;0;0;0;17;0;0;0;0;0;0;47;28;0;0;0;0;0;1512;370;28;1928;18;589;74;50;555;0;139;4;12;68;0;38;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2050;1849;750;564;141;97;44;10;0;0;0;0;0;0;3726;49;984;698;106;3;3;0;3614;49;982;692;103;3;3;0;19;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;1589;343;92;1683;0;15;0;0;20;0;396;55;24;445;9;244;43;0;362;8;24;3;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1734;1983;22;18;699;268;462;214;50;39;0;0;0;3;0;0;4756;528;311;3;0;8;4638;523;311;3;0;8;13;4;0;0;0;0;80;0;0;0;0;0;2002;415;102;2195;0;225;25;4;229;0;82;22;4;154;18;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;2387;2366;367;150;245;49;3;0;0;0;7;0;22;1227;22;1221;0;0;0;0;3;0;0;16;0;478;78;13;582;20;10;7;888;333;3902;1338;271;45;0;0;0;0;0;5638;3
3523404;Itatiba;21294;2578;130;10061;0;1408;48;19;285;0;4923;533;15;1801;0;18006;16238;945;852;3391;3944;40356;1277;1722;146;38;0;53;3;31128;1192;1652;132;38;0;8;3;1604;74;58;11;0;0;45;0;7359;0;0;0;0;0;0;0;25641;3106;172;11252;0;814;35;9;358;0;1054;80;0;551;0;70;4;0;55;0;19;0;0;11;0;0;0;0;0;0;43;0;3;5;0;0;0;0;0;0;20310;20040;834;419;1119;591;104;27;18;15;0;0;31;22;0;0;43567;73;34;34139;52;28;1814;0;4;7359;0;0;27663;3256;188;12249;0;35;12;0;18;0;15;0;0;11;0;22423;21138;36;30;20;12;25118;12315;3974;2146;0;0;0;18715;10491;3259;1607;0;0;0;372;445;472;499;0;0;0;5755;1316;226;18;0;0;0;13789;2409;14;8724;0;8724;570;25;2739;0;3219;47;18;427;0;1841;9;17;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12284;12793;6554;5719;2250;1641;1204;830;0;0;0;0;0;0;37498;196;4020;1695;4;107;42;0;29471;101;2891;1576;0;82;15;0;506;73;1079;63;4;24;27;0;7333;18;0;4;0;0;0;0;23683;2906;145;10579;0;100;13;0;56;0;2811;170;30;910;0;968;103;0;571;0;0;0;0;3;0;14;0;0;65;0;33;0;0;5;0;0;0;0;0;0;18705;18773;100;84;2332;1673;1160;509;0;4;50;45;32;10;0;0;41655;1930;83;0;0;3;33874;298;36;0;0;3;1738;64;10;0;0;0;5801;1554;0;0;0;0;26356;3143;168;11783;0;1321;102;11;443;0;22;17;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21454;20195;970;935;36;35;0;0;0;0;0;0;280;2987;248;2795;27;173;0;0;152;25;0;67;0;1870;122;4;925;0;170;86;1949;1015;25118;12315;3974;1314;445;130;36;5;0;43719;0
3523503;Itatinga;3820;414;3;1698;0;13;3;0;9;0;4;0;0;0;0;3375;2584;9;16;6;0;5390;400;45;161;0;0;5;0;5332;394;45;161;0;0;5;0;25;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;3477;378;3;1505;0;242;16;0;129;0;19;0;0;16;0;93;3;0;56;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2883;2504;335;56;36;6;123;33;0;0;0;0;4;0;0;0;6009;0;4;5945;0;4;25;0;0;6;0;0;3853;415;3;1714;0;0;0;0;0;0;0;0;0;3;0;3393;2616;0;0;3;0;4085;1607;244;43;0;0;0;4030;1598;244;43;0;0;0;21;4;0;0;0;0;0;6;0;0;0;0;0;0;2409;319;0;1333;0;1180;58;0;315;0;182;0;0;7;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2250;1835;945;651;134;73;16;12;0;0;0;0;0;0;5262;9;393;304;9;0;4;0;5206;9;393;298;9;0;4;0;23;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;3417;365;3;1454;0;4;0;0;3;0;247;21;0;110;0;148;7;0;127;0;6;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2792;2465;5;0;341;45;220;76;7;0;0;0;4;0;0;0;5453;439;95;13;0;9;5395;433;95;13;0;9;25;0;0;0;0;0;0;6;0;0;0;0;3494;387;3;1543;0;278;20;0;124;0;54;3;0;37;0;3;0;0;4;0;0;0;0;0;0;6;0;0;3;0;2927;2525;370;60;76;15;10;0;0;0;9;0;24;597;24;591;0;0;0;6;13;0;0;4;0;355;28;0;203;0;18;0;493;104;4085;1607;244;29;0;0;0;0;0;6021;0
3523602;Itirapina;2915;385;3;1397;0;0;0;0;0;0;34;0;0;12;0;2697;2027;3;0;21;26;4387;220;17;132;0;0;0;3;4333;215;17;132;0;0;0;3;4;4;0;0;0;0;0;0;46;0;0;0;0;0;0;0;2700;352;3;1300;0;127;9;0;66;0;7;0;0;0;0;94;7;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2392;1987;170;37;16;0;116;9;0;0;0;0;0;0;0;0;4780;0;3;4720;0;3;8;0;0;47;0;0;2953;387;3;1409;0;0;0;0;0;0;0;0;0;0;0;2720;2057;0;0;0;0;2980;1390;299;65;0;0;0;2933;1378;299;65;0;0;0;3;0;0;0;0;0;0;39;7;0;0;0;0;0;1658;287;0;1006;0;959;52;0;331;0;231;0;0;40;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1658;1316;794;580;182;102;30;19;0;0;0;0;0;0;3663;44;721;317;0;0;0;0;3612;41;714;317;0;0;0;0;0;0;3;0;0;0;0;0;47;0;0;0;0;0;0;0;2303;300;3;1038;0;17;0;0;23;0;451;52;0;203;0;150;13;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1932;1728;31;9;520;194;209;99;0;0;0;0;0;0;0;0;4374;308;66;0;12;5;4321;303;66;0;12;5;4;4;0;0;0;0;46;0;0;0;0;0;2703;351;3;1280;0;184;11;0;98;0;34;4;0;18;0;0;0;0;0;0;7;0;0;0;0;0;0;0;5;0;2385;1977;240;62;61;0;0;0;12;0;5;0;30;347;30;342;0;4;0;0;13;0;0;7;0;216;24;0;94;0;13;7;291;40;2980;1390;299;40;4;0;0;0;0;4784;0
